159,"Wednesday, October 9, 4515",39810,223,158,12,42,241
160,"Tuesday, October 15, 4515",27607,155,27,66,7,175
161,"Thursday, October 31, 4515",17779,89,199,44,38,231
162,"Monday, November 11, 4515",17110,43,25,70,8,149
163,"Friday, November 22, 4515",481,37,97,42,9,20
164,"Tuesday, December 3, 4515",27260,112,97,22,35,235
165,"Saturday, December 14, 4515",35011,5,94,78,3,67
166,"Wednesday, December 25, 4515",26885,233,128,32,15,37
167,"Sunday, January 5, 4516",24330,206,145,14,23,46
168,"Thursday, January 16, 4516",36178,17,227,93,36,3
169,"Monday, January 27, 4516",38244,187,174,80,23,198
170,"Friday, February 7, 4516",37478,7,62,28,35,169
171,"Tuesday, February 18, 4516",4720,180,153,98,36,28
172,"Saturday, February 29, 4516",27916,73,132,57,27,68
173,"Wednesday, March 11, 4516",26235,125,238,63,28,225
174,"Sunday, March 22, 4516",4227,45,9,79,41,109
175,"Thursday, April 2, 4516",4197,97,68,77,22,104
176,"Monday, April 13, 4516",9444,160,210,42,9,209
177,"Friday, April 24, 4516",1258,75,237,70,8,200
178,"Tuesday, May 5, 4516",20611,60,170,1,1,173
179,"Saturday, May 16, 4516",7581,167,160,40,4,11
180,"Wednesday, May 27, 4516",12525,71,115,99,28,192
181,"Sunday, June 7, 4516",39774,111,43,91,21,204
182,"Thursday, June 18, 4516",11861,31,68,4,10,117
183,"Monday, June 29, 4516",10755,110,85,24,30,121
184,"Friday, July 10, 4516",7198,217,18,32,27,208
185,"Tuesday, July 21, 4516",254,181,235,51,23,158
186,"Saturday, August 1, 4516",5106,92,104,62,17,13
187,"Wednesday, August 12, 4516",22231,204,20,73,40,126
188,"Sunday, August 23, 4516",816,43,1,17,18,127
189,"Thursday, September 3, 4516",34632,107,145,50,42,208
190,"Monday, September 14, 4516",14260,232,190,33,4,66
191,"Friday, September 25, 4516",15112,97,143,23,26,7
192,"Tuesday, October 6, 4516",7571,235,75,22,17,87
193,"Saturday, October 17, 4516",25244,142,186,95,37,65
194,"Wednesday, October 28, 4516",28214,157,22,52,27,86
195,"Sunday, November 8, 4516",15389,128,43,9,22,225
196,"Thursday, November 19, 4516",21625,112,50,39,10,113
197,"Monday, November 30, 4516",1865,172,61,82,20,89
198,"Friday, December 11, 4516",16616,166,84,98,19,226
199,"Tuesday, December 22, 4516",21157,10,148,25,13,181
200,"Saturday, January 2, 4517",8939,58,234,97,23,182
201,"Wednesday, January 13, 4517",15511,43,128,97,23,45
202,"Sunday, January 24, 4517",39438,159,21,25,41,5
203,"Thursday, February 4, 4517",9052,66,125,13,17,166
204,"Monday, February 15, 4517",17358,131,120,77,45,64
205,"Friday, February 26, 4517",39560,147,13,9,41,243
206,"Tuesday, March 9, 4517",31594,172,201,67,30,85
207,"Monday, March 15, 4517",253,232,53,44,19,52
208,"Wednesday, March 31, 4517",27758,138,76,7,5,76
209,"Sunday, April 11, 4517",20283,149,80,3,15,56
210,"Thursday, April 22, 4517",25585,56,224,41,31,19
211,"Monday, May 3, 4517",5975,30,66,12,33,189
212,"Friday, May 14, 4517",24651,231,157,13,12,158
213,"Tuesday, May 25, 4517",29252,129,185,76,44,116
214,"Saturday, June 5, 4517",5421,112,154,95,13,119
215,"Wednesday, June 16, 4517",11486,202,160,12,47,211
216,"Sunday, June 27, 4517",5035,29,68,39,12,232
217,"Thursday, July 8, 4517",18619,75,56,42,23,192
218,"Monday, July 19, 4517",22342,227,148,82,46,208
219,"Friday, July 30, 4517",7283,85,131,9,46,198
220,"Tuesday, August 10, 4517",38004,145,186,42,3,162
221,"Saturday, August 21, 4517",4926,235,29,53,25,203
222,"Wednesday, September 1, 4517",8209,40,232,46,9,113
223,"Sunday, September 12, 4517",39044,7,88,26,23,36
224,"Thursday, September 23, 4517",19500,230,210,40,3,166
225,"Monday, October 4, 4517",6379,190,172,80,24,176
226,"Friday, October 15, 4517",17241,83,209,31,16,130
227,"Tuesday, October 26, 4517",8120,101,150,56,47,208
228,"Saturday, November 6, 4517",35007,233,101,85,19,231
229,"Wednesday, November 17, 4517",23080,219,52,88,45,74
230,"Sunday, November 28, 4517",32917,117,243,74,19,195
231,"Thursday, December 9, 4517",22851,201,89,39,23,128
232,"Wednesday, December 15, 4517",39929,195,120,26,24,216
233,"Friday, December 31, 4517",36810,113,42,72,22,124
234,"Tuesday, January 11, 4518",12787,63,223,51,26,86
235,"Saturday, January 22, 4518",38175,134,44,89,44,128
236,"Wednesday, February 2, 4518",21853,89,144,43,5,85
237,"Sunday, February 13, 4518",1257,160,175,49,37,224
238,"Thursday, February 24, 4518",18815,166,226,11,8,207
239,"Monday, March 7, 4518",9464,24,3,43,32,33
240,"Friday, March 18, 4518",37846,82,115,34,37,27
241,"Tuesday, March 29, 4518",34709,209,159,80,38,185
242,"Saturday, April 9, 4518",23745,197,186,35,24,185
243,"Friday, April 15, 4518",4399,198,186,92,6,120
244,"Sunday, May 1, 4518",27503,125,160,21,18,206
245,"Thursday, May 12, 4518",35637,67,119,99,28,170
246,"Monday, May 23, 4518",8917,71,183,70,21,206
247,"Friday, June 3, 4518",37639,77,58,13,34,118
248,"Tuesday, June 14, 4518",3633,137,62,6,33,32
249,"Saturday, June 25, 4518",30692,175,198,88,6,41
250,"Wednesday, July 6, 4518",33409,2,167,61,8,54
251,"Sunday, July 17, 4518",17230,118,23,62,37,59
252,"Thursday, July 28, 4518",37934,192,167,83,8,168
253,"Monday, August 8, 4518",34746,77,7,96,9,82
254,"Friday, August 19, 4518",13418,233,156,59,23,109
255,"Tuesday, August 30, 4518",34721,169,18,21,8,133
256,"Saturday, September 10, 4518",2897,171,37,60,40,106
257,"Wednesday, September 21, 4518",21342,76,98,56,38,55
258,"Sunday, October 2, 4518",10473,166,117,16,19,200
259,"Thursday, October 13, 4518",15881,30,32,18,19,132
260,"Monday, October 24, 4518",8121,212,125,18,9,39
261,"Friday, November 4, 4518",12661,64,102,38,10,199
262,"Tuesday, November 15, 4518",2576,66,189,81,18,85
263,"Saturday, November 26, 4518",19228,120,101,42,5,202
264,"Wednesday, December 7, 4518",31028,162,195,40,25,133
265,"Sunday, December 18, 4518",14672,191,219,31,6,164
266,"Thursday, December 29, 4518",23009,20,109,78,21,30
267,"Monday, January 9, 4519",7213,15,191,19,11,168
268,"Sunday, January 15, 4519",9299,38,27,80,25,228
269,"Tuesday, January 31, 4519",27491,66,40,3,44,86
270,"Saturday, February 11, 4519",19082,37,121,47,8,182
271,"Wednesday, February 22, 4519",31365,182,76,50,27,54
272,"Sunday, March 5, 4519",21932,198,177,43,42,125
273,"Thursday, March 16, 4519",1893,58,16,62,13,1
274,"Monday, March 27, 4519",24219,76,91,69,20,143
275,"Friday, April 7, 4519",12263,36,153,55,35,145
276,"Tuesday, April 18, 4519",27828,208,162,55,1,11
277,"Saturday, April 29, 4519",22330,92,169,48,21,10
278,"Wednesday, May 10, 4519",3234,128,208,16,9,214
279,"Sunday, May 21, 4519",15862,26,73,66,16,236
280,"Thursday, June 1, 4519",3794,210,97,17,45,48
281,"Monday, June 12, 4519",33604,238,194,45,18,150
282,"Friday, June 23, 4519",36531,10,156,88,10,192
283,"Tuesday, July 4, 4519",38646,64,4,21,22,19
284,"Saturday, July 15, 4519",16563,124,119,17,13,104
285,"Wednesday, July 26, 4519",8266,232,170,15,35,113
286,"Sunday, August 6, 4519",6449,71,210,45,43,230
287,"Thursday, August 17, 4519",33297,179,136,28,12,217
288,"Monday, August 28, 4519",32721,15,12,87,16,106
289,"Friday, September 8, 4519",22998,19,213,29,13,176
290,"Tuesday, September 19, 4519",14358,12,192,19,43,236
291,"Saturday, September 30, 4519",35261,58,210,75,23,185
292,"Wednesday, October 11, 4519",243,156,208,64,21,227
293,"Sunday, October 22, 4519",31499,5,86,26,41,22
294,"Thursday, November 2, 4519",9246,40,213,51,20,86
295,"Monday, November 13, 4519",39841,74,121,96,43,149
296,"Friday, November 24, 4519",550,153,220,1,49,234
297,"Tuesday, December 5, 4519",28099,95,57,52,43,43
298,"Saturday, December 16, 4519",2282,97,99,23,21,26
299,"Wednesday, December 27, 4519",4487,67,195,7,30,76
300,"Sunday, January 7, 4520",32907,69,221,60,9,221
301,"Thursday, January 18, 4520",31264,225,58,77,26,226
302,"Monday, January 29, 4520",24326,75,148,1,7,155
303,"Friday, February 9, 4520",10869,141,82,96,10,66
304,"Thursday, February 15, 4520",19869,95,123,77,15,199
305,"Saturday, March 2, 4520",28906,63,59,1,1,22
306,"Wednesday, March 13, 4520",26411,26,189,91,41,205
307,"Sunday, March 24, 4520",21106,115,85,82,31,17
308,"Thursday, April 4, 4520",16968,25,225,34,48,104
309,"Monday, April 15, 4520",17081,46,227,94,30,21
310,"Friday, April 26, 4520",6605,52,88,63,42,119
311,"Tuesday, May 7, 4520",17152,37,161,94,26,37
312,"Saturday, May 18, 4520",13615,133,34,90,48,136
313,"Wednesday, May 29, 4520",15853,113,28,33,43,145
314,"Sunday, June 9, 4520",14975,45,137,38,8,92
315,"Saturday, June 15, 4520",4118,222,88,86,4,78
316,"Monday, July 1, 4520",14396,236,154,56,26,144
317,"Friday, July 12, 4520",29063,50,50,50,6,90
318,"Tuesday, July 23, 4520",6853,222,121,65,22,43
319,"Saturday, August 3, 4520",27642,23,229,95,26,99
320,"Wednesday, August 14, 4520",11240,211,235,82,41,99
321,"Sunday, August 25, 4520",5955,170,86,45,48,66
322,"Thursday, September 5, 4520",10890,184,91,47,35,136
323,"Monday, September 16, 4520",24908,95,182,17,9,160
324,"Friday, September 27, 4520",39776,42,237,78,42,125
325,"Tuesday, October 8, 4520",31120,80,178,30,32,35
326,"Saturday, October 19, 4520",14914,173,132,54,33,101
327,"Wednesday, October 30, 4520",7523,4,180,90,40,71
328,"Sunday, November 10, 4520",36255,58,234,93,36,176
329,"Thursday, November 21, 4520",4859,26,90,3,26,122
330,"Monday, December 2, 4520",32543,37,200,22,25,120
331,"Friday, December 13, 4520",35676,129,18,56,21,137
332,"Tuesday, December 24, 4520",16278,65,30,52,34,57
333,"Saturday, January 4, 4521",17995,130,194,8,10,71
334,"Wednesday, January 15, 4521",1459,33,92,30,1,201
335,"Sunday, January 26, 4521",13356,113,109,75,49,75
336,"Thursday, February 6, 4521",7049,221,158,5,44,160
337,"Monday, February 17, 4521",27146,20,99,27,21,180
338,"Friday, February 28, 4521",24414,143,128,15,9,97
339,"Tuesday, March 11, 4521",27989,236,188,54,35,223
340,"Saturday, March 22, 4521",26436,240,82,29,32,216
341,"Wednesday, April 2, 4521",20002,8,3,3,29,103
342,"Sunday, April 13, 4521",8826,99,151,8,16,182
343,"Thursday, April 24, 4521",27252,111,23,8,30,111
344,"Monday, May 5, 4521",32256,60,203,61,30,187
345,"Friday, May 16, 4521",21100,202,191,37,43,18
346,"Tuesday, May 27, 4521",28006,121,233,86,10,49
347,"Saturday, June 7, 4521",11278,41,86,79,43,149
348,"Wednesday, June 18, 4521",31195,101,139,60,43,28
349,"Sunday, June 29, 4521",15111,29,36,31,8,84
350,"Thursday, July 10, 4521",17101,57,63,86,6,72
351,"Monday, July 21, 4521",2948,88,232,56,4,146
352,"Friday, August 1, 4521",14255,189,17,36,13,39
353,"Tuesday, August 12, 4521",10625,129,33,80,46,17
354,"Saturday, August 23, 4521",17336,203,154,99,7,79
355,"Wednesday, September 3, 4521",11420,235,146,13,8,105
356,"Sunday, September 14, 4521",31415,232,16,20,9,189
357,"Thursday, September 25, 4521",4824,189,199,20,15,188
358,"Monday, October 6, 4521",19322,127,2,94,23,237
359,"Friday, October 17, 4521",10814,193,117,99,28,242
360,"Tuesday, October 28, 4521",7808,23,216,11,47,135
361,"Saturday, November 8, 4521",33926,151,48,97,18,173
362,"Wednesday, November 19, 4521",28991,187,173,46,7,198
363,"Sunday, November 30, 4521",11927,35,149,74,29,34
364,"Thursday, December 11, 4521",19448,240,231,20,25,175
365,"Monday, December 22, 4521",35974,166,231,99,41,202
366,"Friday, January 2, 4522",39242,124,157,22,47,193
367,"Tuesday, January 13, 4522",13737,33,186,90,43,227
368,"Saturday, January 24, 4522",9973,42,200,74,13,151
369,"Wednesday, February 4, 4522",11769,60,228,4,41,227
370,"Sunday, February 15, 4522",26450,122,28,72,30,85
371,"Thursday, February 26, 4522",34491,5,22,80,35,157
372,"Monday, March 9, 4522",11500,87,121,41,13,138
373,"Sunday, March 15, 4522",18004,147,128,18,4,82
374,"Tuesday, March 31, 4522",11967,136,20,90,21,54
375,"Saturday, April 11, 4522",37730,132,213,65,39,11
376,"Wednesday, April 22, 4522",28925,182,135,20,21,128
377,"Sunday, May 3, 4522",35089,202,78,87,4,27
378,"Thursday, May 14, 4522",29399,216,22,50,42,168
379,"Monday, May 25, 4522",13489,175,234,28,40,191
380,"Friday, June 5, 4522",37234,168,21,28,49,38
381,"Tuesday, June 16, 4522",7859,152,70,29,8,194
382,"Saturday, June 27, 4522",755,175,179,14,31,64
383,"Wednesday, July 8, 4522",33442,96,180,38,17,188
384,"Sunday, July 19, 4522",34713,242,116,23,20,58
385,"Thursday, July 30, 4522",32291,44,85,51,41,149
386,"Monday, August 10, 4522",31882,22,110,67,10,233
387,"Friday, August 21, 4522",14476,176,90,20,40,121
388,"Tuesday, September 1, 4522",23003,51,131,58,26,71
389,"Saturday, September 12, 4522",33167,83,219,17,49,208
390,"Wednesday, September 23, 4522",13717,51,39,21,46,22
391,"Sunday, October 4, 4522",37405,71,224,51,7,196
392,"Thursday, October 15, 4522",29380,175,144,35,2,171
393,"Monday, October 26, 4522",24820,19,241,62,10,72
394,"Friday, November 6, 4522",16510,51,186,82,30,174
395,"Tuesday, November 17, 4522",23887,125,87,88,42,127
396,"Saturday, November 28, 4522",14085,164,162,69,11,6
397,"Wednesday, December 9, 4522",2722,162,61,15,1,184
398,"Tuesday, December 15, 4522",17652,62,121,4,36,137
399,"Thursday, December 31, 4522",20392,171,175,21,5,200
400,"Monday, January 11, 4523",25724,171,1,63,23,218
401,"Friday, January 22, 4523",12756,226,112,16,25,144
402,"Tuesday, February 2, 4523",39510,18,123,52,43,114
403,"Saturday, February 13, 4523",31150,91,210,74,23,70
404,"Wednesday, February 24, 4523",26710,223,159,39,9,207
405,"Sunday, March 7, 4523",17742,147,45,42,20,143
406,"Thursday, March 18, 4523",38372,108,19,79,30,239
407,"Monday, March 29, 4523",7442,192,138,40,26,29
408,"Friday, April 9, 4523",6661,64,174,36,1,141
409,"Thursday, April 15, 4523",30206,236,239,8,47,219
410,"Saturday, May 1, 4523",6215,218,114,51,17,241
411,"Wednesday, May 12, 4523",13380,120,57,31,30,36
412,"Sunday, May 23, 4523",36601,126,26,89,16,227
413,"Thursday, June 3, 4523",38600,19,150,63,6,78
414,"Monday, June 14, 4523",34005,197,138,3,41,164
415,"Friday, June 25, 4523",31909,63,151,32,33,15
416,"Tuesday, July 6, 4523",13496,31,129,19,21,20
417,"Saturday, July 17, 4523",32721,173,151,17,23,189
418,"Wednesday, July 28, 4523",31858,192,62,70,1,98
419,"Sunday, August 8, 4523",29064,139,101,42,32,179
420,"Thursday, August 19, 4523",8742,28,182,31,34,199
421,"Monday, August 30, 4523",4760,131,128,60,28,105
422,"Friday, September 10, 4523",38731,113,187,49,22,144
423,"Tuesday, September 21, 4523",15977,24,114,8,41,236
424,"Saturday, October 2, 4523",4074,67,61,52,38,227
425,"Wednesday, October 13, 4523",16935,241,42,12,3,4
426,"Sunday, October 24, 4523",3777,9,151,89,46,85
427,"Thursday, November 4, 4523",29713,184,239,38,20,184
428,"Monday, November 15, 4523",3702,42,182,32,27,137
429,"Friday, November 26, 4523",24804,16,200,96,40,97
430,"Tuesday, December 7, 4523",25538,89,224,42,41,173
431,"Saturday, December 18, 4523",3882,125,65,2,48,120
432,"Wednesday, December 29, 4523",37792,46,92,96,46,6
433,"Sunday, January 9, 4524",25038,18,10,18,28,102
434,"Saturday, January 15, 4524",8615,121,18,10,8,203
435,"Monday, January 31, 4524",19925,221,152,96,34,126
436,"Friday, February 11, 4524",22373,224,86,50,1,133
437,"Tuesday, February 22, 4524",16546,29,157,81,44,120
438,"Saturday, March 4, 4524",39410,7,1,48,29,172
439,"Wednesday, March 15, 4524",16100,122,44,93,16,239
440,"Sunday, March 26, 4524",19558,48,201,24,30,216
441,"Thursday, April 6, 4524",31203,158,44,19,28,218
442,"Monday, April 17, 4524",6890,224,171,76,38,162
443,"Friday, April 28, 4524",6130,84,23,3,35,145
444,"Tuesday, May 9, 4524",35783,17,9,24,23,59
445,"Monday, May 15, 4524",31217,62,222,78,31,109
446,"Wednesday, May 31, 4524",464,37,209,11,5,102
447,"Sunday, June 11, 4524",11250,121,42,56,2,238
448,"Thursday, June 22, 4524",29890,172,23,15,45,154
449,"Monday, July 3, 4524",10091,218,216,1,31,106
450,"Friday, July 14, 4524",10125,218,238,19,10,138
451,"Tuesday, July 25, 4524",26774,77,8,77,17,24
452,"Saturday, August 5, 4524",7316,128,108,73,18,218
453,"Wednesday, August 16, 4524",35819,78,169,55,49,121
454,"Sunday, August 27, 4524",21721,106,125,46,20,67
455,"Thursday, September 7, 4524",11172,222,220,8,23,25
456,"Monday, September 18, 4524",13582,191,241,63,49,60
457,"Friday, September 29, 4524",23083,105,140,58,35,210
458,"Tuesday, October 10, 4524",34624,103,215,23,18,239
459,"Saturday, October 21, 4524",26701,84,196,23,16,41
460,"Wednesday, November 1, 4524",27737,199,210,41,4,103
461,"Sunday, November 12, 4524",38598,44,139,39,24,114
462,"Thursday, November 23, 4524",28437,181,64,99,30,78
463,"Monday, December 4, 4524",33826,107,234,58,39,164
464,"Friday, December 15, 4524",10035,232,234,55,15,190
465,"Tuesday, December 26, 4524",11058,9,224,3,12,75
466,"Saturday, January 6, 4525",27995,190,73,58,28,85
467,"Wednesday, January 17, 4525",7624,209,153,83,23,16
468,"Sunday, January 28, 4525",14637,155,186,67,28,131
469,"Thursday, February 8, 4525",9216,112,191,75,26,174
470,"Monday, February 19, 4525",32425,179,96,12,42,11
471,"Friday, March 2, 4525",5104,56,178,76,43,90
472,"Tuesday, March 13, 4525",8775,107,56,24,32,139
473,"Saturday, March 24, 4525",6315,81,196,24,30,36
474,"Wednesday, April 4, 4525",39634,205,53,72,41,113
475,"Sunday, April 15, 4525",27188,124,157,29,4,66
476,"Thursday, April 26, 4525",1234,88,117,1,32,242
477,"Monday, May 7, 4525",11624,59,48,16,15,217
478,"Friday, May 18, 4525",25572,158,232,74,5,117
479,"Tuesday, May 29, 4525",6613,44,239,31,43,241
480,"Saturday, June 9, 4525",34948,89,223,75,12,201
481,"Friday, June 15, 4525",31545,218,162,74,8,191
482,"Sunday, July 1, 4525",26087,65,149,16,28,159
483,"Thursday, July 12, 4525",9995,169,166,81,46,218
