356,951,32
357,953,401
358,23,39
359,31,739
360,82,364
361,90,967
362,141,5
363,149,667
364,200,224
365,208,277
366,259,109
367,267,439
368,318,411
369,326,579
370,376,794
371,384,370
372,435,268
373,443,578
374,493,388
375,501,834
376,552,319
377,560,305
378,611,718
379,619,955
380,670,470
381,678,619
382,729,570
383,737,341
384,788,885
385,796,463
386,847,5
387,855,959
388,906,854
389,914,873
390,964,339
391,972,439
392,15,899
393,16,160
394,19,587
395,28,19
396,35,392
397,74,224
398,75,38
399,78,994
400,87,635
401,94,387
402,133,570
403,134,807
404,137,681
405,146,727
406,153,706
407,192,808
408,193,668
409,196,575
410,205,163
411,212,655
412,251,434
413,252,838
414,255,729
415,264,342
416,271,560
417,310,665
418,311,384
419,314,581
420,323,91
421,330,486
422,368,878
423,369,827
424,372,510
425,381,853
426,388,443
427,427,837
428,428,570
429,431,727
430,440,529
431,447,897
432,485,945
433,486,918
434,489,128
435,498,625
436,505,398
437,544,652
438,545,878
439,548,791
440,557,16
441,564,930
442,603,422
443,604,851
444,607,256
445,616,377
446,623,317
447,662,29
448,663,339
449,666,128
450,675,222
451,682,566
452,721,50
453,722,423
454,725,871
455,734,765
456,741,732
457,780,471
458,781,481
459,784,218
460,793,979
461,800,400
462,839,693
463,840,347
464,843,723
465,852,71
466,859,685
467,898,883
468,899,153
469,902,862
470,911,27
471,918,482
472,956,346
473,957,927
474,960,316
475,969,751
476,976,764
477,45,132
478,104,208
479,163,858
480,222,435
481,281,523
482,340,563
483,398,824
484,457,379
485,515,784
486,574,856
487,633,67
488,692,900
489,751,539
490,810,483
491,869,596
492,928,929
493,986,940
494,20,869
495,25,215
496,38,421
497,79,904
498,84,922
499,97,919
500,138,696
501,143,340
502,156,351
503,197,582
504,202,386
505,215,181
506,256,696
507,261,132
508,274,682
509,315,565
510,320,252
511,333,639
512,373,822
513,378,543
514,391,706
515,432,141
516,437,823
517,450,222
518,490,625
519,495,470
520,508,295
521,549,1000
522,554,995
523,567,628
524,608,389
525,613,817
526,626,467
527,667,959
528,672,759
529,685,760
530,726,776
531,731,610
532,744,906
533,785,434
534,790,779
535,803,281
536,844,55
537,849,335
538,862,72
539,903,362
540,908,820
541,921,381
542,961,132
543,966,717
544,979,770
545,36,536
546,95,452
547,154,553
548,213,796
549,272,562
550,331,653
551,389,650
552,448,900
553,506,284
554,565,390
555,624,580
556,683,597
557,742,411
558,801,860
559,860,211
560,919,984
561,977,749
562,43,617
563,44,960
564,51,531
565,102,518
566,103,770
567,110,787
568,161,938
569,162,338
570,169,969
571,220,296
572,221,684
573,228,971
574,279,298
575,280,378
576,287,42
577,338,989
578,339,499
579,346,796
580,396,850
581,397,162
582,404,57
583,455,12
584,456,261
585,463,71
586,513,688
587,514,324
588,521,590
589,572,389
590,573,814
591,580,164
592,631,997
593,632,623
594,639,69
595,690,658
596,691,917
597,698,18
598,749,675
599,750,430
600,757,805
601,808,411
602,809,468
603,816,354
604,867,776
605,868,399
606,875,364
607,926,597
608,927,125
609,934,638
610,984,299
611,985,74
612,992,489
613,49,60
614,108,154
615,167,127
616,226,351
617,285,35
618,344,675
619,402,248
620,461,968
621,519,123
622,578,982
623,637,50
624,696,518
625,755,653
626,814,502
627,873,356
628,932,97
629,990,344
630,47,331
631,106,402
632,165,105
633,224,103
634,283,690
635,342,352
636,400,373
637,459,555
638,517,300
639,576,419
640,635,436
641,694,288
642,753,947
643,812,304
644,871,762
645,930,729
646,988,5
647,48,257
648,107,215
649,166,926
650,225,488
651,284,170
652,343,561
653,401,657
654,460,620
655,518,495
656,577,194
657,636,495
658,695,797
659,754,315
660,813,217
661,872,285
662,931,718
663,989,231
664,50,191
665,109,457
666,168,289
667,227,654
668,286,585
669,345,435
670,403,698
671,462,32
672,520,942
673,579,876
674,638,775
675,697,492
676,756,680
677,815,919
678,874,58
679,933,519
680,991,981
681,59,401
682,118,427
683,177,593
684,236,720
685,295,894
686,412,666
687,529,61
688,588,508
689,647,220
690,706,318
691,765,415
692,824,611
693,883,349
694,1000,233
695,52,296
696,57,18
697,111,386
698,116,347
699,170,551
700,175,502
701,229,91
702,234,402
703,288,844
704,293,302
705,347,18
706,352,134
707,405,8
708,410,991
709,464,259
710,469,848
711,522,369
712,527,922
713,581,920
714,586,409
715,640,705
716,645,449
717,699,384
718,704,621
719,758,839
720,763,544
721,817,249
722,822,962
723,876,177
724,881,80
725,935,195
726,940,565
727,993,910
728,998,565
729,56,942
730,115,580
731,174,844
732,233,918
733,292,204
734,351,543
735,409,450
736,468,745
737,526,209
738,585,142
739,644,962
740,703,917
741,762,208
742,821,101
743,880,385
744,939,435
745,997,480
746,6,995
747,65,223
748,124,862
749,183,180
750,242,738
751,301,674
752,359,716
753,418,538
754,476,270
755,535,513
756,594,877
757,653,145
758,712,984
759,771,485
760,830,50
761,889,746
762,947,667
763,55,970
764,114,123
765,173,509
766,232,996
767,291,392
768,350,762
769,408,698
770,467,194
771,525,280
772,584,843
773,643,401
774,702,323
775,761,936
776,820,492
777,879,399
778,938,239
779,996,824
780,42,784
781,101,361
782,160,45
783,219,694
784,278,878
785,337,898
786,395,177
787,454,262
788,512,907
789,571,33
790,630,497
791,689,226
792,748,125
793,807,631
794,866,540
795,925,299
796,983,784
797,9,926
798,18,144
799,24,219
800,27,879
801,34,326
802,68,725
803,77,608
804,83,842
805,86,381
806,93,282
807,127,990
808,136,166
809,142,679
810,145,603
811,152,129
812,186,41
813,195,142
814,201,528
815,204,342
816,211,806
817,245,686
818,254,558
819,260,710
820,263,712
821,270,44
822,304,401
823,313,553
824,319,635
825,322,845
826,329,801
827,362,761
828,371,31
829,377,216
830,380,20
831,387,868
832,421,566
833,430,693
834,436,513
835,439,835
836,446,481
837,479,219
838,488,139
839,494,596
840,497,972
841,504,622
842,538,327
843,547,298
844,553,576
845,556,821
846,563,77
847,597,989
848,606,206
849,612,670
850,615,254
851,622,951
852,656,442
853,665,577
854,671,956
855,674,771
856,681,561
857,715,298
858,724,234
859,730,658
860,733,740
861,740,796
862,774,564
863,783,508
864,789,2
865,792,951
866,799,368
867,833,904
868,842,16
869,848,200
870,851,260
871,858,104
872,892,730
873,901,651
874,907,437
875,910,878
876,917,365
877,950,545
878,959,84
879,965,114
880,968,944
881,975,846
882,29,786
883,88,445
884,147,636
885,206,825
886,265,769
887,324,562
888,382,522
889,441,805
890,499,957
891,558,725
892,617,846
893,676,884
894,735,804
895,794,471
896,853,752
897,912,895
898,970,112
899,40,747
900,99,325
901,158,361
902,217,242
903,276,268
904,335,369
905,393,330
906,452,942
907,510,236
908,569,897
909,628,415
910,687,590
911,746,35
912,805,599
913,864,274
914,923,564
915,981,959
916,41,2
917,100,451
918,159,213
919,218,639
920,277,806
921,336,198
922,394,205
923,453,565
924,511,819
925,570,403
926,629,225
927,688,214
928,747,982
929,806,364
930,865,627
931,924,816
932,982,249
933,53,111
934,54,44
935,58,176
936,112,829
937,113,825
938,117,34
939,171,93
940,172,40
941,176,400
942,230,235
943,231,784
944,235,506
945,289,348
946,290,706
947,294,866
948,348,458
949,349,952
950,353,208
951,406,484
952,407,665
953,411,487
954,465,888
955,466,379
956,470,411
957,523,972
958,524,763
959,528,276
960,582,487
961,583,647
962,587,147
963,641,894
964,642,821
965,646,625
966,700,879
967,701,915
968,705,822
969,759,828
970,760,879
971,764,701
972,818,613
973,819,632
974,823,129
975,877,981
976,878,735
977,882,191
978,936,736
979,937,114
980,941,951
981,994,920
982,995,172
983,999,129
984,46,338
985,105,321
986,164,551
987,223,562
988,282,25
989,341,259
990,399,303
991,458,107
992,516,490
993,575,959
994,634,566
995,693,60
996,752,640
997,811,3
998,870,893
999,929,276
1000,987,131
