270,40
271,329
272,776
273,49
274,638
275,909
276,991
277,47
278,932
279,769
280,717
281,265
282,322
283,97
284,465
285,44
286,201
287,549
288,619
289,819
290,118
291,771
292,812
293,425
294,992
295,18
296,136
297,66
298,365
299,302
300,452
301,840
302,579
303,319
304,440
305,152
306,634
307,231
308,835
309,416
310,139
311,172
312,363
313,635
314,787
315,160
316,407
317,960
318,120
319,972
320,227
321,87
322,769
323,915
324,837
325,718
326,295
327,598
328,168
329,462
330,832
331,877
332,17
333,969
334,539
335,352
336,97
337,678
338,537
339,736
340,723
341,696
342,528
343,918
344,998
345,741
346,456
347,151
348,122
349,660
350,509
351,789
352,181
353,92
354,290
355,30
356,280
357,286
358,576
359,250
360,493
361,748
362,335
363,138
364,209
365,845
366,99
367,962
368,735
369,816
370,348
371,416
372,84
373,162
374,170
375,509
376,574
377,4
378,288
379,255
380,556
381,901
382,962
383,759
384,267
385,576
386,388
387,429
388,308
389,718
390,447
391,336
392,881
393,390
394,108
395,388
396,527
397,285
398,606
399,569
400,124
401,299
402,543
403,597
404,312
405,461
406,685
407,34
408,839
409,377
410,889
411,698
412,300
413,400
414,466
415,965
416,940
417,561
418,425
419,715
420,920
421,145
422,285
423,38
424,172
425,795
426,712
427,657
428,166
429,196
430,303
431,577
432,694
433,57
434,757
435,783
436,372
437,212
438,719
439,100
440,408
441,582
442,82
443,466
444,1000
445,617
446,619
447,221
448,861
449,303
450,302
451,490
452,727
453,418
454,567
455,241
456,224
457,322
458,513
459,944
460,421
461,115
462,305
463,279
464,344
465,610
466,871
467,630
468,746
469,431
470,334
471,298
472,983
473,38
474,201
475,338
476,384
477,999
478,111
479,63
480,505
481,255
482,157
483,391
484,516
485,872
486,961
487,124
488,707
489,525
490,991
491,255
492,846
493,361
494,295
495,696
496,40
497,378
498,458
499,378
500,928
501,220
502,597
503,816
504,822
505,698
506,3
507,907
508,529
509,872
510,297
511,219
512,1
513,548
514,648
515,728
516,296
517,493
518,189
519,557
520,475
521,635
522,362
523,251
524,797
525,369
526,133
527,643
528,688
529,458
530,778
531,980
532,414
533,921
534,796
535,392
536,501
537,774
538,690
539,677
540,648
541,421
542,407
543,657
544,553
545,69
546,505
547,259
548,556
549,372
550,164
551,539
552,637
553,99
554,452
555,653
556,819
557,142
558,449
559,553
560,874
561,669
562,279
563,421
564,593
565,410
566,978
567,329
568,703
569,906
570,140
571,82
572,441
573,714
574,727
575,720
576,380
577,723
578,992
579,807
580,218
581,49
582,854
583,105
584,538
585,364
586,582
587,894
588,759
589,794
590,399
591,288
592,508
593,883
594,844
595,974
596,939
597,553
598,479
599,238
600,173
601,397
602,460
603,47
604,62
605,334
606,214
607,764
608,311
609,917
610,38
611,912
612,539
613,34
614,9
615,419
616,278
617,775
618,330
619,697
620,251
621,676
622,832
623,623
624,504
625,506
626,764
627,469
628,767
629,660
630,724
631,613
632,461
633,113
634,170
635,208
636,28
637,791
638,111
639,814
640,933
641,369
642,446
643,742
644,782
645,286
646,845
647,865
648,525
649,198
650,955
651,568
652,614
653,523
654,962
655,344
656,32
657,541
658,207
659,976
660,475
661,265
662,111
663,362
664,311
665,846
666,340
667,276
668,469
669,207
670,937
671,953
672,624
673,181
674,370
675,330
676,582
677,357
678,462
679,747
680,453
681,714
682,960
683,138
684,836
685,653
686,625
687,419
688,264
689,703
690,340
691,700
692,278
693,373
694,339
695,47
696,495
697,364
698,63
699,94
700,90
701,559
702,513
703,989
704,665
705,622
706,281
707,631
708,275
709,193
710,151
711,746
712,593
713,849
714,625
715,114
716,109
717,105
718,32
719,419
720,279
721,600
722,452
723,12
724,809
725,400
726,710
727,124
728,344
729,122
730,160
731,550
732,810
733,50
734,368
735,501
736,970
737,982
738,596
739,468
740,945
741,144
742,142
743,217
744,396
745,294
746,764
747,436
748,509
749,483
750,15
751,501
752,342
753,735
754,895
755,800
756,605
757,734
758,786
759,999
760,980
761,330
762,422
763,682
764,193
765,885
766,567
767,862
768,977
769,770
770,463
771,893
772,537
773,627
774,642
775,127
776,480
777,146
778,536
779,565
780,539
781,915
782,312
783,297
784,210
785,217
786,488
787,454
788,857
789,690
790,438
791,226
792,470
793,430
794,196
795,355
796,888
797,227
798,677
799,282
800,827
801,832
802,766
803,98
804,778
805,770
806,800
807,182
808,23
809,206
810,354
811,646
812,1
813,259
814,735
815,700
816,215
817,294
818,375
819,691
820,960
821,521
822,359
823,52
824,426
825,397
826,659
827,260
828,351
829,437
830,544
831,908
832,124
833,369
834,624
835,420
836,146
837,187
838,589
839,390
840,729
841,980
842,227
843,293
844,842
845,217
846,341
847,232
848,148
849,533
850,456
851,220
852,844
853,402
854,282
855,262
856,624
857,196
858,517
859,559
860,502
861,194
862,187
863,96
864,846
865,35
866,794
867,484
868,358
869,210
870,278
871,868
872,568
873,633
874,552
875,549
876,461
877,533
878,261
879,331
880,133
881,443
882,434
883,712
884,86
885,595
886,274
887,922
888,351
889,425
890,889
891,157
892,323
893,70
894,33
895,717
896,721
897,958
898,488
899,332
900,332
901,95
902,715
903,983
904,902
905,76
906,300
907,152
908,661
909,194
910,277
911,510
912,203
913,181
914,60
915,842
916,759
917,10
918,753
919,463
920,317
921,239
922,28
923,584
924,756
925,140
926,70
927,92
928,505
929,972
930,606
931,607
932,512
933,825
934,218
935,640
936,365
937,911
938,557
939,726
940,436
941,369
942,799
943,766
944,42
945,620
946,55
947,484
948,802
949,360
950,75
951,180
952,93
953,661
954,173
955,590
956,738
957,571
958,151
959,724
960,924
961,678
962,106
963,267
964,400
965,56
966,459
967,912
968,846
969,940
970,933
971,647
972,387
973,914
974,520
975,251
976,110
977,338
978,595
979,835
980,368
981,848
982,817
983,549
984,667
985,460
986,969
987,19
988,111
989,47
990,513
991,972
992,357
993,208
994,877
995,814
996,906
997,753
998,302
999,369
1000,864
